Symbol,BasicPrice,OpenPrice,HighPrice,LowPrice,ClosePrice,AveragePrice,Volume,AdjustPrice,Ceiling,Floor,AverageAdjustPrice,TotalValue,AgreedVolume,AgreedValue,ChangePrice
,,,,,,,,,,,,,,,
VEF,204.7,204,204,198,203.8,203.8,7007,203.8,235.4,174,203.8,1405373000,0,0,-0.90 (-0.44 %)
,,,,,,,,,,,,,,,
EMS,20.5,20.9,20.9,20.4,20.4,20.4,1105,20.4,23.5,17.5,20.4,22592500,0,0,-0.10 (-0.49 %)
,,,,,,,,,,,,,,,
SKV,39,38.8,38.8,38.7,38.8,38.8,4622,38.8,44.8,33.2,38.8,179190000,0,0,-0.20 (-0.51 %)
,,,,,,,,,,,,,,,
BSQ,19,19,19,18.8,18.9,18.9,6700,18.9,21.8,16.2,18.9,126620000,0,0,-0.10 (-0.53 %)
,,,,,,,,,,,,,,,
VOC,18.7,18.6,18.6,18,18.6,18.6,14010,18.6,21.5,15.9,18.6,255765000,0,0,-0.10 (-0.53 %)
,,,,,,,,,,,,,,,
SDV,31.4,31.2,31.2,31.2,31.2,31.2,1000,31.2,36.1,26.7,31.2,31200000,0,0,-0.20 (-0.64 %)
,,,,,,,,,,,,,,,
SKH,29.2,29,29,29,29,29,3102,29,33.5,24.9,29,89958800,0,0,-0.20 (-0.68 %)
,,,,,,,,,,,,,,,
VTK,54.6,56,57,53.7,54.2,54.2,85609,54.2,62.7,46.5,54.2,4735557200,0,0,-0.40 (-0.73 %)
,,,,,,,,,,,,,,,
CLX,13.6,13.4,13.6,13.4,13.5,13.5,80600,13.5,15.6,11.6,13.5,1088900000,0,0,-0.10 (-0.74 %)
,,,,,,,,,,,,,,,
SSH,66.8,66.8,66.8,66.2,66.3,66.3,49200,66.3,76.8,56.8,66.3,3262600000,0,0,-0.50 (-0.75 %)
,,,,,,,,,,,,,,,
PXL,12.9,12.9,13,12.7,12.8,12.8,90603,12.8,14.8,11,12.8,1160785700,0,0,-0.10 (-0.78 %)
,,,,,,,,,,,,,,,
SSG,12.4,12.3,12.3,12.3,12.3,12.3,100,12.3,14.2,10.6,12.3,1230000,0,0,-0.10 (-0.81 %)
,,,,,,,,,,,,,,,
VGG,36.8,36.1,36.5,35.9,36.5,36.5,2200,36.5,42.3,31.3,36.5,79200000,0,0,-0.30 (-0.82 %)
,,,,,,,,,,,,,,,
VGT,12,12,12.1,11.8,11.9,11.9,88764,11.9,13.8,10.2,11.9,1055928700,0,0,-0.10 (-0.83 %)
,,,,,,,,,,,,,,,
NBE,11.6,11.5,11.5,11.4,11.5,11.5,8300,11.5,13.3,9.9,11.5,95400000,0,0,-0.10 (-0.86 %)
,,,,,,,,,,,,,,,
EIC,22,21.8,21.8,21.8,21.8,21.8,200,21.8,25.3,18.7,21.8,4360000,0,0,-0.20 (-0.91 %)
,,,,,,,,,,,,,,,
VRG,30.2,30.5,30.5,29.9,29.9,29.9,22400,29.9,34.7,25.7,29.9,673190000,0,0,-0.30 (-0.99 %)
,,,,,,,,,,,,,,,
VUA,19.1,18.8,19,18.5,18.9,18.9,4502,18.9,21.9,16.3,18.9,84967600,0,0,-0.20 (-1.05 %)
,,,,,,,,,,,,,,,
DHB,9.1,9,9,8.6,9,9,1400,9,10.4,7.8,9,12560000,0,0,-0.10 (-1.10 %)
,,,,,,,,,,,,,,,
VAB,8.8,8.8,8.9,8.6,8.7,8.7,435763,8.7,10.1,7.5,8.7,3800792400,0,0,-0.10 (-1.14 %)
,,,,,,,,,,,,,,,
CMM,8.8,8.7,8.7,8.7,8.7,8.7,10200,8.7,10.1,7.5,8.7,88740000,0,0,-0.10 (-1.14 %)
,,,,,,,,,,,,,,,
HD6,17.4,17.5,17.5,17.2,17.2,17.2,10400,17.2,20,14.8,17.2,179050000,0,0,-0.20 (-1.15 %)
,,,,,,,,,,,,,,,
AAS,8.3,8.3,8.4,8.1,8.2,8.2,543182,8.2,9.5,7.1,8.2,4454199500,0,0,-0.10 (-1.20 %)
,,,,,,,,,,,,,,,
POS,16.2,16.2,16.5,15.5,16,16,95648,16,18.6,13.8,16,1522439200,0,0,-0.20 (-1.23 %)
,,,,,,,,,,,,,,,
VET,24.3,23,24,22.7,24,24,822,24,27.9,20.7,24,19113100,0,0,-0.30 (-1.23 %)
,,,,,,,,,,,,,,,
TCI,11.3,11.35,11.35,11,11.15,0,98600,11.15,12.05,10.55,0,1099000000,0,0,-11.30 (-100.00 %)
,,,,,,,,,,,,,,,
VGR,57.8,56.2,57,52.3,57,57,1516,57,66.4,49.2,57,85730900,0,0,-0.80 (-1.38 %)
,,,,,,,,,,,,,,,
NED,7.1,7.1,7.1,7,7,7,30036,7,8.1,6.1,7,211052000,0,0,-0.10 (-1.41 %)
,,,,,,,,,,,,,,,
ND2,34.5,34,34,34,34,34,100,34,39.6,29.4,34,3400000,0,0,-0.50 (-1.45 %)
,,,,,,,,,,,,,,,
SJG,13,12.8,12.8,12.8,12.8,12.8,1000,12.8,14.9,11.1,12.8,12800000,0,0,-0.20 (-1.54 %)
,,,,,,,,,,,,,,,
LPT,6.5,6.8,6.8,6.4,6.4,6.4,6300,6.4,7.4,5.6,6.4,40400000,0,0,-0.10 (-1.54 %)
,,,,,,,,,,,,,,,
HD2,25,25.1,25.1,24.6,24.6,24.6,6400,24.6,28.7,21.3,24.6,158930000,0,0,-0.40 (-1.60 %)
,,,,,,,,,,,,,,,
FRC,24.4,24,24,24,24,24,3000,24,28,20.8,24,72000000,0,0,-0.40 (-1.64 %)
,,,,,,,,,,,,,,,
ACV,83.2,83.2,83.2,80.3,81.8,81.8,369212,81.8,95.6,70.8,81.8,29933484200,0,0,-1.40 (-1.68 %)
,,,,,,,,,,,,,,,
CDR,5.8,5.6,5.7,5.6,5.7,5.7,8200,5.7,6.6,5,5.7,45960000,0,0,-0.10 (-1.72 %)
,,,,,,,,,,,,,,,
SIG,5.7,5.2,5.6,5,5.6,5.6,1000,5.6,6.5,4.9,5.6,5090000,0,0,-0.10 (-1.75 %)
,,,,,,,,,,,,,,,
VLG,5.6,5.6,5.6,5.5,5.5,5.5,11600,5.5,6.4,4.8,5.5,64030000,0,0,-0.10 (-1.79 %)
,,,,,,,,,,,,,,,
KLB,11.1,10.9,10.9,10.9,10.9,10.9,1006,10.9,12.7,9.5,10.9,10967100,0,0,-0.20 (-1.80 %)
,,,,,,,,,,,,,,,
CQT,10.2,10,10,10,10,10,200,10,11.7,8.7,10,2000000,0,0,-0.20 (-1.96 %)
,,,,,,,,,,,,,,,
HND,14.7,14.6,14.6,14.4,14.4,14.4,10000,14.4,16.9,12.5,14.4,144090000,0,0,-0.30 (-2.04 %)
,,,,,,,,,,,,,,,
ABW,9.6,9.6,9.6,9.4,9.4,9.4,23100,9.4,11,8.2,9.4,219090000,0,0,-0.20 (-2.08 %)
,,,,,,,,,,,,,,,
SGI,14.3,14.3,14.4,14,14,14,21500,14,16.4,12.2,14,305320000,0,0,-0.30 (-2.10 %)
,,,,,,,,,,,,,,,
LSG,9.4,9.5,9.5,8.5,9.2,9.2,8189,9.2,10.8,8,9.2,72860900,0,0,-0.20 (-2.13 %)
,,,,,,,,,,,,,,,
MML,27.1,27,27,23.5,26.5,26.5,1716,26.5,31.1,23.1,26.5,44732000,0,0,-0.60 (-2.21 %)
,,,,,,,,,,,,,,,
DRG,8.9,8.7,8.7,8.7,8.7,8.7,4700,8.7,10.2,7.6,8.7,40890000,0,0,-0.20 (-2.25 %)
,,,,,,,,,,,,,,,
HSV,4.4,4.4,4.4,4.2,4.3,4.3,181406,4.3,5,3.8,4.3,784456000,0,0,-0.10 (-2.27 %)
,,,,,,,,,,,,,,,
VLB,34.3,34.3,34.3,33.2,33.5,33.5,60270,33.5,39.4,29.2,33.5,2022671000,0,0,-0.80 (-2.33 %)
,,,,,,,,,,,,,,,
CSI,33.8,34.5,34.5,32.6,33,33,22800,33,38.8,28.8,33,761870000,0,0,-0.80 (-2.37 %)
,,,,,,,,,,,,,,,
PWA,3.5,3.1,3.4,3.1,3.4,3.4,79500,3.4,4,3,3.4,251110000,0,0,-0.10 (-2.86 %)
,,,,,,,,,,,,,,,
TED,40.2,38.3,42.5,38.3,39,39,4800,39,46.2,34.2,39,201110000,0,0,-1.20 (-2.99 %)
,,,,,,,,,,,,,,,
TLP,6.5,6.5,6.5,6.3,6.3,6.3,200,6.3,7.4,5.6,6.3,1280000,0,0,-0.20 (-3.08 %)
,,,,,,,,,,,,,,,
VTE,6.1,5.9,5.9,5.9,5.9,5.9,1900,5.9,7,5.2,5.9,11210000,0,0,-0.20 (-3.28 %)
,,,,,,,,,,,,,,,
STH,8.8,8.3,8.6,8.3,8.5,8.5,7300,8.5,10.1,7.5,8.5,61410000,0,0,-0.30 (-3.41 %)
,,,,,,,,,,,,,,,
LAI,78.7,79.9,79.9,76,76,76,400,76,90.5,66.9,76,30790000,0,0,-2.70 (-3.43 %)
,,,,,,,,,,,,,,,
AVC,57.1,57,57,55.1,55.1,55.1,3665,55.1,65.6,48.6,55.1,204105000,0,0,-2.00 (-3.50 %)
,,,,,,,,,,,,,,,
VFR,11.4,11.3,11.3,11,11,11,700,11,13.1,9.7,11,7820000,0,0,-0.40 (-3.51 %)
,,,,,,,,,,,,,,,
BIG,8.5,8.4,8.4,8,8.2,8.2,172120,8.2,9.7,7.3,8.2,1400486000,0,0,-0.30 (-3.53 %)
,,,,,,,,,,,,,,,
PXI,2.7,2.6,2.6,2.5,2.6,2.6,73300,2.6,3.1,2.3,2.6,186580000,0,0,-0.10 (-3.70 %)
,,,,,,,,,,,,,,,
VTA,5.3,5.1,5.2,4.6,5.1,5.1,44000,5.1,6,4.6,5.1,211860000,0,0,-0.20 (-3.77 %)
,,,,,,,,,,,,,,,
MGC,5.1,5,5,4.9,4.9,4.9,610,4.9,5.8,4.4,4.9,2998000,0,0,-0.20 (-3.92 %)
,,,,,,,,,,,,,,,
VSF,35.4,35,35,34,34,34,15706,34,40.7,30.1,34,534182300,0,0,-1.40 (-3.95 %)
,,,,,,,,,,,,,,,
BDT,12.5,12.5,12.5,11.7,12,12,101316,12,14.3,10.7,12,1222494800,0,0,-0.50 (-4.00 %)
,,,,,,,,,,,,,,,
PSP,9.9,9.5,9.5,9.5,9.5,9.5,2700,9.5,11.3,8.5,9.5,25650000,0,0,-0.40 (-4.04 %)
,,,,,,,,,,,,,,,
HTM,12.2,11.7,11.7,11.7,11.7,11.7,2000,11.7,14,10.4,11.7,23400000,0,0,-0.50 (-4.10 %)
,,,,,,,,,,,,,,,
LBC,11.5,11.5,11.5,11.5,11,11,0,11,13.2,9.8,11,0,2150,25800000,-0.50 (-4.35 %)
,,,,,,,,,,,,,,,
GND,28.5,29.7,29.7,24.5,27.1,27.1,1300,27.1,32.7,24.3,27.1,36630000,0,0,-1.40 (-4.91 %)
,,,,,,,,,,,,,,,
THM,12.2,11.6,11.6,11.6,11.6,11.6,600,11.6,14,10.4,11.6,6960000,0,0,-0.60 (-4.92 %)
,,,,,,,,,,,,,,,
DNW,33.8,32.5,33.9,32,32,32,3140,32,38.8,28.8,32,104492000,0,0,-1.80 (-5.33 %)
,,,,,,,,,,,,,,,
VPR,18,17.2,17.2,17,17,17,1100,17,20.7,15.3,17,18900000,0,0,-1.00 (-5.56 %)
,,,,,,,,,,,,,,,
CST,26.6,26.5,26.5,25,25.1,25.1,393908,25.1,30.5,22.7,25.1,10007852400,0,0,-1.50 (-5.64 %)
,,,,,,,,,,,,,,,
HC3,26.5,25,25,25,25,25,200,25,30.4,22.6,25,5000000,0,0,-1.50 (-5.66 %)
,,,,,,,,,,,,,,,
TTP,104.5,98.5,98.5,98.5,98.5,98.5,500,98.5,120.1,88.9,98.5,49250000,0,0,-6.00 (-5.74 %)
,,,,,,,,,,,,,,,
AG1,8.7,8.5,8.5,8.2,8.2,8.2,2210,8.2,10,7.4,8.2,18630000,0,0,-0.50 (-5.75 %)
,,,,,,,,,,,,,,,
MTL,5.2,4.9,4.9,4.8,4.9,4.9,40300,4.9,5.9,4.5,4.9,194080000,0,0,-0.30 (-5.77 %)
,,,,,,,,,,,,,,,
DMN,5.2,5,5,4.9,4.9,4.9,3120,4.9,5.9,4.5,4.9,15378000,0,0,-0.30 (-5.77 %)
,,,,,,,,,,,,,,,
SB1,6.4,6,6,6,6,6,4000,6,7.3,5.5,6,24000000,0,0,-0.40 (-6.25 %)
,,,,,,,,,,,,,,,
CDP,11,11.2,11.2,10.3,10.3,10.3,1100,10.3,12.6,9.4,10.3,11490000,0,0,-0.70 (-6.36 %)
,,,,,,,,,,,,,,,
L12,4.5,4.2,4.2,4.2,4.2,4.2,500,4.2,5.1,3.9,4.2,2100000,0,0,-0.30 (-6.67 %)
,,,,,,,,,,,,,,,
CAB,11.9,12,12,11.1,11.1,11.1,301,11.1,13.6,10.2,11.1,3522300,0,0,-0.80 (-6.72 %)
,,,,,,,,,,,,,,,
VTL,5.6,6.3,6.3,5.2,5.2,5.2,600,5.2,6.4,4.8,5.2,3230000,0,0,-0.40 (-7.14 %)
,,,,,,,,,,,,,,,
DID,4.2,3.9,4,3.9,3.9,3.9,2600,3.9,4.8,3.6,3.9,10150000,0,0,-0.30 (-7.14 %)
,,,,,,,,,,,,,,,
MLS,11.1,11,11,10.3,10.3,10.3,41100,10.3,12.7,9.5,10.3,424030000,0,0,-0.80 (-7.21 %)
,,,,,,,,,,,,,,,
HNI,23,21.3,21.3,21.3,21.3,21.3,160,21.3,26.4,19.6,21.3,3410000,0,0,-1.70 (-7.39 %)
,,,,,,,,,,,,,,,
XPH,6.7,6.2,6.2,6.2,6.2,6.2,500,6.2,7.7,5.7,6.2,3100000,0,0,-0.50 (-7.46 %)
,,,,,,,,,,,,,,,
NXT,11.4,11.3,11.4,10.5,10.5,10.5,123461,10.5,13.1,9.7,10.5,1387241000,0,0,-0.90 (-7.89 %)
,,,,,,,,,,,,,,,
MGG,30,31,31.5,27.4,27.4,27.4,600,27.4,34.5,25.5,27.4,17535000,0,0,-2.60 (-8.67 %)
,,,,,,,,,,,,,,,
MQN,23.9,23.5,23.5,21.6,21.6,21.6,2300,21.6,27.4,20.4,21.6,53480000,0,0,-2.30 (-9.62 %)
,,,,,,,,,,,,,,,
CMT,19.2,17.2,17.2,17.2,17.2,17.2,100,17.2,22,16.4,17.2,1720000,0,0,-2.00 (-10.42 %)
,,,,,,,,,,,,,,,
VHH,4.7,4,4.2,4,4.2,4.2,8902,4.2,5.4,4,4.2,37368400,0,0,-0.50 (-10.64 %)
,,,,,,,,,,,,,,,
BHI,15.9,14.2,14.2,14.2,14.2,14.2,108,14.2,18.2,13.6,14.2,1539000,0,0,-1.70 (-10.69 %)
,,,,,,,,,,,,,,,
CT6,7.2,6.3,6.5,6.3,6.3,6.3,7500,6.3,8.2,6.2,6.3,47820000,0,0,-0.90 (-12.50 %)
,,,,,,,,,,,,,,,
MTV,17.9,15.6,15.6,15.6,15.6,15.6,130,15.6,20.5,15.3,15.6,2045000,0,0,-2.30 (-12.85 %)
,,,,,,,,,,,,,,,
ILS,12.3,12,12,10.7,10.7,10.7,1800,10.7,14.1,10.5,10.7,19700000,0,0,-1.60 (-13.01 %)
,,,,,,,,,,,,,,,
PSN,10.4,9,9,9,9,9,400,9,11.9,8.9,9,3600000,0,0,-1.40 (-13.46 %)
,,,,,,,,,,,,,,,
TS3,6.6,7.2,7.2,5.7,5.7,5.7,37400,5.7,7.5,5.7,5.7,227370000,0,0,-0.90 (-13.64 %)
,,,,,,,,,,,,,,,
TSD,7.8,6.7,6.7,6.7,6.7,6.7,200,6.7,8.9,6.7,6.7,1340000,0,0,-1.10 (-14.10 %)
,,,,,,,,,,,,,,,
SKN,9.9,9.9,9.9,9.9,8.5,8.5,2,8.5,11.3,8.5,8.5,19800,0,0,-1.40 (-14.14 %)
,,,,,,,,,,,,,,,
PNG,23.6,20.2,20.2,20.2,20.2,20.2,100,20.2,27.1,20.1,20.2,2020000,0,0,-3.40 (-14.41 %)
,,,,,,,,,,,,,,,
CID,11.8,10.1,10.1,10.1,10.1,10.1,200,10.1,13.5,10.1,10.1,2020000,0,0,-1.70 (-14.41 %)
,,,,,,,,,,,,,,,
DNH,50.3,43,43,43,43,43,101,43,57.8,42.8,43,4357500,0,0,-7.30 (-14.51 %)
,,,,,,,,,,,,,,,
MGR,6.2,5.3,5.3,5.3,5.3,5.3,2400,5.3,7.1,5.3,5.3,12720000,0,0,-0.90 (-14.52 %)
,,,,,,,,,,,,,,,
SHC,11.5,9.8,9.8,9.8,9.8,9.8,1000,9.8,13.2,9.8,9.8,9800000,0,0,-1.70 (-14.78 %)
,,,,,,,,,,,,,,,
SPV,18.2,15.5,15.5,15.5,15.5,15.5,100,15.5,20.9,15.5,15.5,1550000,0,0,-2.70 (-14.84 %)
,,,,,,,,,,,,,,,
TUG,15.5,13.2,13.2,13.2,13.2,13.2,100,13.2,17.8,13.2,13.2,1320000,0,0,-2.30 (-14.84 %)
,,,,,,,,,,,,,,,
HLB,300,255,255,255,255,255,100,255,345,255,255,25500000,0,0,-45.00 (-15.00 %)
